"command","value","kind","type","default","prefix","module","platform_text","runtime_editable","startup_only","in_default_engine","in_scalability","scalability_group","scalability_sections","current_project_values","test_method","safe_test_values","config_target","test_priority","skip_or_review_reason","baseline_fps","test_fps","fps_delta_percent","quality_impact","recommendation","project_setting_value","notes","usage","help","flags","run_id","map","resolution","avg_gpu_ms","avg_renderthread_ms","avg_gamethread_ms","frames","duration_seconds","hitch_count","profile_csv","fpschart_log","fpschart_html","launch_notes","comparison_method","paired_baseline_fpschart_log","paired_test_fpschart_log","paired_baseline_avg_gpu_ms","paired_test_avg_gpu_ms"
"r.Lumen.Reflections.Temporal.MaxFramesAccumulated","6","CVar","float","","r","Lumen","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;6;12;18","Runtime console or user setting if adopted","P1","","64.61","64.56","-0.08","Medium: reduces temporal accumulation for Lumen reflections. Can improve responsiveness/cost but may increase noise or instability.","neutral_paired_ab_no_material_gain","","Paired A/B same-process result on <BenchmarkMap>: baseline 64.61 FPS, test 64.56 FPS, delta -0.08%. Baseline GPU 4.52 ms, test GPU 4.47 ms. Treat as quality/performance tradeoff until visual review.","r.Lumen.Reflections.Temporal.MaxFramesAccumulated=6","Maximum number of frames accumulated for Lumen reflections.","ECVF_RenderThreadSafe","ab_r_Lumen_Reflections_Temporal_MaxFramesAccumulated_6_20260616_165629","<BenchmarkMap>","1280x720","4.47","15.47","6.02","280","4.34","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_165629).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.57.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.57.25\<BenchmarkMap>-2026.06.16-16.57.25-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Lumen.Reflections.Temporal.MaxFramesAccumulated=6 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Lumen_Reflections_Temporal_MaxFramesAccumulated_6.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.57.19\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.57.25\<BenchmarkMap>-FPS-WindowsEditor.log","4.52","4.47"
"r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecular","0.4","CVar","float","","r","Lumen","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;0.4;0.8;1.2","Runtime console or user setting if adopted","P1","","62.80","60.92","-2.99","Medium/High: limits rough specular evaluation in screen probe gather. Can reduce Lumen GI/reflection cost but may change rough-specular lighting.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","","Paired A/B same-process result on <BenchmarkMap>: baseline 62.80 FPS, test 60.92 FPS, delta -2.99%. Baseline GPU 5.54 ms, test GPU 5.39 ms. Treat as quality/performance tradeoff until visual review.","r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecular=0.4","Maximum roughness to evaluate rough specular in Lumen screen probe gather.","ECVF_RenderThreadSafe","ab_r_Lumen_ScreenProbeGather_MaxRoughnessToEvaluateRoughSpecular_0_4_20260616_165735","<BenchmarkMap>","1280x720","5.39","16.41","5.93","280","4.60","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_165736).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.58.31\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.58.31\<BenchmarkMap>-2026.06.16-16.58.31-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecular=0.4 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Lumen_ScreenProbeGather_MaxRoughnessToEvaluateRoughSpecular_0_4.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.58.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.58.31\<BenchmarkMap>-FPS-WindowsEditor.log","5.54","5.39"
"r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage","0.4","CVar","float","","r","Lumen","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;0.4;0.8;1.2","Runtime console or user setting if adopted","P0","","63.80","63.52","-0.44","Medium/High: limits rough specular evaluation for foliage. Can help foliage-heavy scenes but may change foliage lighting.","neutral_paired_ab_no_material_gain","","Paired A/B same-process result on <BenchmarkMap>: baseline 63.80 FPS, test 63.52 FPS, delta -0.44%. Baseline GPU 4.53 ms, test GPU 4.43 ms. Treat as quality/performance tradeoff until visual review.","r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage=0.4","Maximum roughness to evaluate rough specular for foliage in Lumen screen probe gather.","ECVF_RenderThreadSafe","ab_r_Lumen_ScreenProbeGather_MaxRoughnessToEvaluateRoughSpecularForFoliage_0_4_20260616_165845","<BenchmarkMap>","1280x720","4.43","15.73","6.00","280","4.41","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_165845).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.59.40\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.59.40\<BenchmarkMap>-2026.06.16-16.59.40-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage=0.4 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Lumen_ScreenProbeGather_MaxRoughnessToEvaluateRoughSpecularForFoliage_0_4.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.59.34\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.59.40\<BenchmarkMap>-FPS-WindowsEditor.log","4.53","4.43"
"D3D12.UseUpdateTexture3DComputeShader","1","CVar","int32","","D3D12","D3D12 / Materials","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1","Runtime console or DeviceProfile if adopted","P1","","59.55","62.22","4.48","Low: switches 3D texture updates to compute shader path. Expected visual output equivalent; performance depends on update workload and GPU scheduling.","d3d12_texture_update_compute_candidate_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 59.55 FPS, test 62.22 FPS, delta 4.48%. Baseline GPU 4.34 ms, test GPU 4.58 ms. Treat as quality/performance tradeoff until visual review.","D3D12.UseUpdateTexture3DComputeShader=1","If enabled, use a compute shader for UpdateTexture3D. Avoids alignment restrictions.","ECVF_RenderThreadSafe","ab_D3D12_UseUpdateTexture3DComputeShader_1_20260616_170336","<BenchmarkMap>","1280x720","4.58","16.03","6.28","280","4.50","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_170337).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.04.33\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.04.33\<BenchmarkMap>-2026.06.16-17.04.33-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set D3D12.UseUpdateTexture3DComputeShader=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_D3D12_UseUpdateTexture3DComputeShader_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.04.26\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.04.33\<BenchmarkMap>-FPS-WindowsEditor.log","4.34","4.58"
"foliage.CullDistanceScale","0.5","CVar","float","","foliage","Landscape / Foliage","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_scalability_candidate","0;0.5;1;1.5","DefaultScalability.ini foliage lower tiers or DeviceProfile","P1","","60.11","61.93","3.03","Medium/High: reduces foliage cull distance scale where foliage types opt in. Can improve cost but may remove distant foliage.","foliage_cull_distance_quality_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 60.11 FPS, test 61.93 FPS, delta 3.03%. Baseline GPU 5.16 ms, test GPU 5.14 ms. Treat as quality/performance tradeoff until visual review.","foliage.CullDistanceScale=0.5","Controls the cull distance scale. Foliage must opt-in to cull distance scaling through the foliage type.","ECVF_Scalability","ab_foliage_CullDistanceScale_0_5_20260616_170446","<BenchmarkMap>","1280x720","5.14","16.14","5.79","280","4.52","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_170446).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.05.42\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.05.42\<BenchmarkMap>-2026.06.16-17.05.42-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set foliage.CullDistanceScale=0.5 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_foliage_CullDistanceScale_0_5.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.05.36\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.05.42\<BenchmarkMap>-FPS-WindowsEditor.log","5.16","5.14"
"foliage.LODDistanceScale","0.5","CVar","float","","foliage","Landscape / Foliage","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_scalability_candidate","0;0.5;1;1.5","DefaultScalability.ini foliage lower tiers or DeviceProfile","P1","","59.97","61.73","2.93","Medium: changes foliage LOD distance scaling. Can reduce foliage vertex cost but may increase visible LOD transitions.","foliage_lod_distance_quality_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 59.97 FPS, test 61.73 FPS, delta 2.93%. Baseline GPU 4.42 ms, test GPU 4.29 ms. Treat as quality/performance tradeoff until visual review.","foliage.LODDistanceScale=0.5","Scale factor for the distance used in computing LOD for foliage.","ECVF_Scalability","ab_foliage_LODDistanceScale_0_5_20260616_170555","<BenchmarkMap>","1280x720","4.29","16.19","5.80","280","4.54","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_170556).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.06.51\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.06.51\<BenchmarkMap>-2026.06.16-17.06.51-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set foliage.LODDistanceScale=0.5 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_foliage_LODDistanceScale_0_5.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.06.45\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.06.51\<BenchmarkMap>-FPS-WindowsEditor.log","4.42","4.29"
"foliage.MinimumScreenSize","0.0000075","CVar","float","","foliage","Landscape / Foliage","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_scalability_candidate","0;2.5e-06;5e-06;7.5e-06","DefaultScalability.ini foliage lower tiers or DeviceProfile","P1","","60.63","62.04","2.33","Medium: raises foliage screen-size culling threshold. Can improve distant foliage cost but may remove small/far instances.","foliage_screen_size_cull_quality_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 60.63 FPS, test 62.04 FPS, delta 2.33%. Baseline GPU 5.15 ms, test GPU 5.23 ms. Treat as quality/performance tradeoff until visual review.","foliage.MinimumScreenSize=0.0000075","This controls the screen size at which we cull foliage instances entirely.","ECVF_Scalability","ab_foliage_MinimumScreenSize_0_0000075_20260616_170704","<BenchmarkMap>","1280x720","5.23","16.11","5.70","280","4.51","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_170705).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.08.00\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.08.00\<BenchmarkMap>-2026.06.16-17.08.00-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set foliage.MinimumScreenSize=0.0000075 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_foliage_MinimumScreenSize_0_0000075.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.07.54\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.08.00\<BenchmarkMap>-FPS-WindowsEditor.log","5.15","5.23"
"foliage.MaxOcclusionQueriesPerComponent","8","CVar","int32","","foliage","Landscape / Foliage","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1;8;16;32","Runtime console or DeviceProfile if adopted","P1","","58.24","59.35","1.91","Low/Medium: reduces foliage occlusion query granularity. Can reduce query overhead but may reduce culling precision.","foliage_occlusion_query_tradeoff_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 58.24 FPS, test 59.35 FPS, delta 1.91%. Baseline GPU 5.01 ms, test GPU 5.22 ms. Treat as quality/performance tradeoff until visual review.","foliage.MaxOcclusionQueriesPerComponent=8","Controls the granularity of occlusion culling. 16-128 is a reasonable range.","","ab_foliage_MaxOcclusionQueriesPerComponent_8_20260616_170814","<BenchmarkMap>","1280x720","5.22","16.84","5.69","280","4.72","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_170814).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.09.11\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.09.11\<BenchmarkMap>-2026.06.16-17.09.11-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set foliage.MaxOcclusionQueriesPerComponent=8 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_foliage_MaxOcclusionQueriesPerComponent_8.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.09.04\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.09.11\<BenchmarkMap>-FPS-WindowsEditor.log","5.01","5.22"
"r.shadow.ShadowMapsRenderEarly","1","CVar","int32","","r","Shadows","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1","Runtime console or DeviceProfile if adopted","P1","","57.69","57.80","0.19","Low: changes shadow pass scheduling earlier in frame. Visual output should be equivalent; may help or hurt async compute overlap.","neutral_paired_ab_no_material_gain","","Paired A/B same-process result on <BenchmarkMap>: baseline 57.69 FPS, test 57.80 FPS, delta 0.19%. Baseline GPU 4.22 ms, test GPU 4.21 ms. Treat as quality/performance tradeoff until visual review.","r.shadow.ShadowMapsRenderEarly=1","If enabled, shadows will render earlier in the frame. This can help async compute scheduling on some platforms.","ECVF_RenderThreadSafe","ab_r_shadow_ShadowMapsRenderEarly_1_20260616_170923","<BenchmarkMap>","1280x720","4.21","17.29","5.21","280","4.84","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_170923).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.10.20\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.10.20\<BenchmarkMap>-2026.06.16-17.10.20-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.shadow.ShadowMapsRenderEarly=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_shadow_ShadowMapsRenderEarly_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.10.14\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.10.20\<BenchmarkMap>-FPS-WindowsEditor.log","4.22","4.21"
"r.Shadow.Virtual.Cache.AllocateViaLRU","1","CVar","int32","","r","Shadows / Virtual Shadow Map","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1","Runtime console or DeviceProfile if adopted","P1","","59.20","61.94","4.63","Low/Medium: changes VSM physical page allocation policy to prefer recently used cached pages. May improve cache behavior but can cause local instability if workload differs.","vsm_cache_lru_candidate_visual_review_required","","Paired A/B same-process result on <BenchmarkMap>: baseline 59.20 FPS, test 61.94 FPS, delta 4.63%. Baseline GPU 4.31 ms, test GPU 4.29 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.Virtual.Cache.AllocateViaLRU=1","Prioritizes keeping more recently requested cached physical pages when allocating for new requests.","ECVF_RenderThreadSafe","ab_r_Shadow_Virtual_Cache_AllocateViaLRU_1_20260616_171032","<BenchmarkMap>","1280x720","4.29","16.13","5.87","280","4.52","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_171032).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.11.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.11.28\<BenchmarkMap>-2026.06.16-17.11.28-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.Virtual.Cache.AllocateViaLRU=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_Virtual_Cache_AllocateViaLRU_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.11.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.11.28\<BenchmarkMap>-FPS-WindowsEditor.log","4.31","4.29"
"r.Shadow.Virtual.Cache.FramesStaticThreshold","50","CVar","int32","","r","Shadows / Virtual Shadow Map","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1;50;100;200","Runtime console or DeviceProfile if adopted","P1","","57.33","55.71","-2.83","Low/Medium: changes frames-before-static threshold for VSM caching. Visual output should remain equivalent, but cache update timing may change.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","","Paired A/B same-process result on <BenchmarkMap>: baseline 57.33 FPS, test 55.71 FPS, delta -2.83%. Baseline GPU 4.32 ms, test GPU 4.77 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.Virtual.Cache.FramesStaticThreshold=50","Number of frames without an invalidation before an object will transition to static caching.","ECVF_RenderThreadSafe","ab_r_Shadow_Virtual_Cache_FramesStaticThreshold_50_20260616_171141","<BenchmarkMap>","1280x720","4.77","17.94","6.36","280","5.03","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_171142).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.12.38\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.12.38\<BenchmarkMap>-2026.06.16-17.12.38-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.Virtual.Cache.FramesStaticThreshold=50 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_Virtual_Cache_FramesStaticThreshold_50.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.12.32\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-17.12.38\<BenchmarkMap>-FPS-WindowsEditor.log","4.32","4.77"
